nombre_de_la_empresa,fecha_de_fundacion,numero_de_marcas_registradas,numero_de_patentes_otorgadas,estado_operativo,categoria,antiguedad_de_la_empresa,empleados_en_linkedin,seguidores_en_linkedin,seguidores_en_facebook,seguidores_en_twitter,numero_de_articulos,numero_total_de_fundadores,numero_de_mujeres_fundadores,numero_de_hombres_fundadores,financiacion_total_por_acciones,ultima_financiacion_por_acciones,numero_de_inversiones_en_rondas_de_financiacion,numero_de_inversionistas,numero_de_inversionistas_principales,financiacion_total,numero_de_rondas_de_financiacion,tipo_de_ultima_financiacion,fecha_de_ultima_financiacion,monto_de_ultima_financiacion,años_desde_ultima_financiacion,financiacion_total_por_acciones_log,ultima_financiacion_por_acciones_log,monto_de_ultima_financiacion_log,financiacion_total_log,seguidores_en_linkedin_log,seguidores_en_facebook_log,seguidores_en_twitter_log,empleados_en_linkedin_log,años_desde_ultima_financiacion_log,cluster_kmeans
Tyltgo,2018-07-01,0,0,active,No Especificado,7,11.0,1000.0,538.0,0,3,2.0,0,2,1973068.0,2300000.0,0,5,3.0,1980242.0,4,seed,2021-03-29,2300000.0,4.284931506849315,14.495100756516912,14.648420115681892,14.648420115681892,14.49873012241307,6.90875477931522,6.289715570908998,0.0,2.4849066497880004,1.6648596593232374,0
Taiv,2018-06-01,0,0,active,Software y Servicios B2B,7,67.0,2000.0,148.0,46,17,3.0,0,3,8250000.0,7750000.0,0,21,4.0,11000000.0,11,series_a,2025-06-09,7750000.0,0.084931506849315,15.925723879522977,15.86320353036178,15.86320353036178,16.213405921671733,7.601402334583733,5.003946305945459,3.8501476017100584,4.219507705176107,0.08151685767198898,1
Kinside,2018-06-01,0,0,active,Software y Servicios B2B,7,5.0,2000.0,92.0,194,9,4.0,2,2,16620000.0,12000000.0,0,15,4.0,16620000.0,6,series_a,2022-06-07,12000000.0,3.0931506849315067,16.626117407560045,16.300417291085605,16.300417291085605,16.626117407560045,7.601402334583733,4.532599493153256,5.272999558563747,1.791759469228055,1.409315012110271,1
Prodigal,2018-06-01,0,0,active,Finanzas,7,64.0,12000.0,130.0,302,32,3.0,0,3,12120000.0,12000000.0,0,7,2.0,12120000.0,2,series_a,2021-07-22,12000000.0,3.96986301369863,16.31036762111369,16.300417291085605,16.300417291085605,16.31036762111369,9.392745258631441,4.875197323201151,5.713732805509369,4.174387269895637,1.6033922770925904,1
Ansa Biotechnologies,2018-05-01,0,8,active,Salud,7,80.0,9000.0,0.0,0,56,3.0,0,3,82200000.0,68000000.0,0,15,5.0,83419682.0,6,series_a,2022-04-11,68000000.0,3.249315068493151,18.22466587219186,18.035018277846262,18.035018277846262,18.239394846677904,9.105090961257085,0.0,0.0,4.394449154672439,1.4467578095940474,1
spotLESS Materials,2018-05-01,0,6,active,Industria,7,7.0,645.0,715.0,117,15,2.0,1,1,900000.0,900000.0,0,3,1.0,2324417.0,5,seed,2021-12-23,900000.0,3.547945205479452,13.710151153416941,13.710151153416941,13.710151153416941,14.658980243087022,6.470799503782602,6.573680166960646,4.770684624465665,2.0794415416798357,1.5146755277680974,0
FLOWER CO,2018-05-01,0,0,active,Salud,7,175.0,6000.0,536.0,666,1,3.0,1,2,18950000.0,16000000.0,0,13,1.0,18950000.0,4,series_a,2021-12-21,16000000.0,3.5534246575342467,16.757314542263156,16.588099342704055,16.588099342704055,16.757314542263156,8.699681400989514,6.285998094508865,6.502790045915623,5.170483995038151,1.515879621832902,1
Jet Admin,2018-05-01,0,0,active,Software y Servicios B2B,7,8.0,598.0,234.0,457,1,2.0,0,2,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2020-03-16,150000.0,5.32054794520548,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,6.395261598115449,5.459585514144159,6.126869184114185,2.1972245773362196,1.8438059045912623,0
Arengu,2018-05-01,0,0,active,Software y Servicios B2B,7,1.0,1000.0,0.0,876,1,2.0,0,2,670925.0,125000.0,0,5,3.0,670925.0,3,seed,2021-08-22,125000.0,3.884931506849315,13.41641412671272,11.736077016252437,11.736077016252437,13.41641412671272,6.90875477931522,0.0,6.776506992372183,0.6931471805599453,1.5861552642806487,0
SPATE,2018-04-23,0,0,active,Software y Servicios B2B,7,24.0,6000.0,0.0,0,25,2.0,1,1,1800000.0,1800000.0,0,5,1.0,1800000.0,1,seed,2019-06-17,1800000.0,6.068493150684931,14.403297778421795,14.403297778421795,14.403297778421795,14.403297778421795,8.699681400989514,0.0,0.0,3.2188758248682006,1.9556473243331716,0
Career Karma,2018-04-01,0,0,active,Educación,7,78.0,18000.0,9700.0,0,33,3.0,0,3,51937500.0,40000000.0,0,63,3.0,51937500.0,4,series_b,2022-01-10,40000000.0,3.4986301369863013,17.765551649833853,17.50439003707821,17.50439003707821,17.765551649833853,9.798182590890704,9.179984251961283,0.0,4.3694478524670215,1.5037729364298822,1
Localyze,2018-04-01,0,0,active,Software y Servicios B2B,7,76.0,14000.0,414.0,350,3,3.0,3,0,48388052.0,35000000.0,0,22,6.0,48388052.0,6,series_b,2022-09-06,35000000.0,2.8438356164383563,17.694763502374162,17.370858648025116,17.370858648025116,17.694763502374162,9.546884034617925,6.028278520230698,5.860786223465865,4.343805421853684,1.3464707265199694,1
Skill Lync,2018-04-01,0,0,active,Educación,7,1282.0,294000.0,131000.0,358,26,2.0,0,2,17650000.0,17500000.0,0,6,2.0,17650000.0,3,series_a,2021-08-03,17500000.0,3.936986301369863,16.6862463980008,16.677711496036597,16.677711496036597,16.6862463980008,12.591338447675579,11.782960235741939,5.883322388488279,7.1569563646156364,1.5967550845857919,1
Goodly,2018-04-01,0,0,active,Finanzas,7,1.0,1000.0,130.0,133,20,2.0,0,2,1420000.0,1300000.0,0,4,1.0,1420000.0,2,seed,2019-03-27,1300000.0,6.293150684931507,14.166168133802548,14.077875591662238,14.077875591662238,14.166168133802548,6.90875477931522,4.875197323201151,4.897839799950911,0.6931471805599453,1.9869356453725655,0
Culdesac,2018-04-01,3,0,active,Bienes Raíces y Construcción,7,43.0,12000.0,1800.0,52,11,2.0,0,2,40015000.0,30000000.0,0,12,1.0,40015000.0,4,series_a,2022-01-20,30000000.0,3.4712328767123286,17.504764966773912,17.216707972959764,17.216707972959764,17.504764966773912,9.392745258631441,7.496097345175956,3.970291913552122,3.784189633918261,1.4976641819415606,1
Coinrule,2018-03-01,0,0,active,Finanzas,7,14.0,3000.0,1000.0,0,47,3.0,0,3,3125000.0,2100000.0,0,18,1.0,3125000.0,4,seed,2021-09-27,2100000.0,3.786301369863014,14.954945161152589,14.557448378884015,14.557448378884015,14.954945161152589,8.006700845440367,6.90875477931522,0.0,2.70805020110221,1.5657579565515651,0
Mindset Health,2018-02-22,2,0,active,Salud,7,43.0,6000.0,0.0,452,9,2.0,0,2,19651000.0,12000000.0,0,22,3.0,19651000.0,4,series_a,2023-03-21,12000000.0,2.306849315068493,16.793638836457898,16.300417291085605,16.300417291085605,16.793638836457898,8.699681400989514,0.0,6.115892125483034,3.784189633918261,1.19599586751504,1
Future Fields,2018-02-18,3,2,active,Salud,7,43.0,6000.0,0.0,928,20,3.0,1,2,13925407.0,15100000.0,0,16,5.0,18925407.0,7,series_a,2023-02-22,15100000.0,2.3808219178082197,16.44922564316886,16.530205368010318,16.530205368010318,16.756015915840077,8.699681400989514,0.0,6.834108738813838,3.784189633918261,1.2181188508828418,1
Kunduz,2018-02-01,0,0,active,Educación,7,738.0,13000.0,11000.0,404,3,3.0,0,3,4600000.0,2600000.0,0,8,1.0,4600000.0,4,seed,2021-03-01,2600000.0,4.361643835616438,15.341567078850604,14.77102238760702,14.77102238760702,15.341567078850604,9.472781556562168,9.305741456739435,6.003887067106539,6.6052979209482015,1.6792706138135847,1
Delphia,2018-01-04,1,0,active,Finanzas,7,16.0,8000.0,1000.0,0,25,4.0,0,4,79480000.0,60000000.0,0,26,3.0,79480000.0,3,series_a,2022-06-08,60000000.0,3.0904109589041098,18.191015988229672,17.909855136853043,17.909855136853043,18.191015988229672,8.987321812850125,6.90875477931522,0.0,2.833213344056216,1.408645443956699,1
TRM Labs,2018-01-01,2,0,active,Finanzas,7,322.0,60000.0,1000.0,0,159,2.0,0,2,149900000.0,70000000.0,0,38,6.0,149900000.0,8,series_b,2022-11-09,70000000.0,2.6684931506849314,18.82547896974394,18.064005814299346,18.064005814299346,18.82547896974394,11.002116507732017,6.90875477931522,0.0,5.777652323222656,1.299780992108681,1
Mutiny,2018-01-01,0,0,active,Software y Servicios B2B,7,74.0,20000.0,37.0,0,14,2.0,1,1,71620000.0,50000000.0,0,21,6.0,71620000.0,4,series_b,2022-04-20,50000000.0,3.2246575342465755,18.086884936497142,17.72753358339242,17.72753358339242,18.086884936497142,9.90353755128617,3.6375861597263857,0.0,4.31748811353631,1.4409382005407834,1
Heart Aerospace,2018-01-01,6,4,active,No Especificado,7,131.0,65000.0,9100.0,0,135,2.0,1,1,144255928.0,107000000.0,0,16,7.0,147170078.0,6,series_b,2024-02-01,107000000.0,1.4383561643835616,18.78709956476084,18.488339401771974,18.488339401771974,18.807099475934336,11.082157933374816,9.116139576577355,0.0,4.882801922586371,0.891324109143694,1
Searchlight,2018-01-01,0,0,active,Software y Servicios B2B,7,9.0,3000.0,119.0,299,51,2.0,2,0,19500000.0,17000000.0,0,11,2.0,19500000.0,2,series_a,2021-12-20,17000000.0,3.556164383561644,16.785925074816024,16.648723960844016,16.648723960844016,16.785925074816024,8.006700845440367,4.787491742782046,5.703782474656201,2.302585092994046,1.5164811256104362,1
Nuvocargo,2018-01-01,5,0,active,Finanzas,7,86.0,11000.0,465.0,666,28,2.0,0,2,74390000.0,36500000.0,0,34,4.0,74390000.0,6,series_b,2023-06-23,36500000.0,2.0493150684931507,18.12483209561019,17.41282284594998,17.41282284594998,18.12483209561019,9.305741456739435,6.144185634125646,6.502790045915623,4.465908118654584,1.1149169976930533,1
BrioHR,2018-01-01,0,0,active,Software y Servicios B2B,7,51.0,10000.0,1400.0,79,18,2.0,0,2,7800000.0,6500000.0,0,10,2.0,7800000.0,4,series_a,2025-05-14,6500000.0,0.1561643835616438,15.86963441986494,15.687312888712007,15.687312888712007,15.86963441986494,9.210440366976517,7.244941546337007,4.382026634673881,3.9512437185814275,0.14510796045352028,1
Mobot,2018-01-01,1,0,active,Software y Servicios B2B,7,51.0,2000.0,3.0,132,0,1.0,1,0,17750000.0,12500000.0,0,11,2.0,17750000.0,5,series_a,2022-08-15,12500000.0,2.904109589041096,16.691896130223725,16.341239282272525,16.341239282272525,16.691896130223725,7.601402334583733,1.3862943611198906,4.890349128221754,3.9512437185814275,1.3620297391202594,1
Activeloop,2018-01-01,0,0,active,Educación,7,31.0,6000.0,626.0,0,33,3.0,0,3,19600000.0,11000000.0,0,20,4.0,19600000.0,7,series_a,2024-03-26,11000000.0,1.2904109589041095,16.791040175221152,16.213405921671733,16.213405921671733,16.791040175221152,8.699681400989514,6.440946540632921,0.0,3.4657359027997265,0.82873125950221,1
Zeal,2018-01-01,0,0,active,Software y Servicios B2B,7,36.0,4000.0,0.0,322,0,2.0,1,1,30355972.0,15000000.0,0,14,2.0,30355972.0,4,series_b,2024-10-10,15000000.0,0.7479452054794521,17.228503860060297,16.52356082573315,16.52356082573315,17.228503860060297,8.294299608857235,0.0,5.777652323222656,3.6109179126442243,0.5584409297622983,1
BlueCargo,2018-01-01,0,0,active,Software y Servicios B2B,7,39.0,4000.0,0.0,0,6,3.0,2,1,14000000.0,11000000.0,0,18,2.0,14000000.0,3,seed,2023-02-23,11000000.0,2.378082191780822,16.454567959008102,16.213405921671733,16.213405921671733,16.454567959008102,8.294299608857235,0.0,0.0,3.6888794541139363,1.2173081495818527,1
RTHM,2018-01-01,0,0,active,Salud,7,25.0,1000.0,549.0,0,10,2.0,1,1,2500000.0,2000000.0,0,1,1.0,2500000.0,2,seed,2022-05-18,2000000.0,3.147945205479452,14.731801689838349,14.508658238524095,14.508658238524095,14.731801689838349,6.90875477931522,6.309918278226516,0.0,3.258096538021482,1.4226130804149026,0
Howdy,2018-01-01,2,0,active,Software y Servicios B2B,7,370.0,16000.0,891.0,0,0,2.0,1,1,18000000.0,5000000.0,0,5,2.0,18000000.0,3,series_a,2023-01-10,5000000.0,2.4986301369863013,16.705882371415992,15.424948670398354,15.424948670398354,16.705882371415992,9.680406499268875,6.79346613258001,0.0,5.916202062607435,1.2523715024500477,1
Honeylove,2018-01-01,14,5,active,Consumo,7,113.0,3000.0,156000.0,463,13,1.0,1,0,16000000.0,13000000.0,0,9,1.0,16000000.0,2,series_a,2019-09-13,13000000.0,5.8273972602739725,16.588099342704055,16.380459992348886,16.380459992348886,16.588099342704055,8.006700845440367,11.957617696467539,6.139884552226255,4.736198448394496,1.9209435263248522,1
rct AI,2018-01-01,0,2,active,Software y Servicios B2B,7,41.0,2000.0,0.0,0,12,4.0,1,3,25728945.0,10000000.0,0,18,4.0,25728945.0,5,series_a,2021-11-02,10000000.0,3.687671232876713,17.063127219563462,16.118095750958314,16.118095750958314,17.063127219563462,7.601402334583733,0.0,0.0,3.7376696182833684,1.5449359203097022,1
Wanderlog,2018-01-01,6,0,active,No Especificado,7,13.0,5000.0,1800.0,0,9,2.0,0,2,1650000.0,1500000.0,0,3,3.0,1650000.0,3,seed,2021-09-01,1500000.0,3.857534246575343,14.316286451937186,14.220976332738882,14.220976332738882,14.316286451937186,8.517393171418904,7.496097345175956,0.0,2.6390573296152584,1.5805309524917164,0
Mighty Health,2018-01-01,0,0,active,Salud,7,16.0,4000.0,1900.0,105,3,3.0,0,3,10400000.0,7600000.0,0,13,2.0,10400000.0,5,series_a,2023-01-25,7600000.0,2.4575342465753423,16.15731646026544,15.843658936835498,15.843658936835498,16.15731646026544,8.294299608857235,7.550135342488429,4.663439094112067,2.833213344056216,1.240555689518667,1
Bot MD,2018-01-01,0,0,active,Software y Servicios B2B,7,33.0,5000.0,408.0,95,10,2.0,1,1,6590000.0,5000000.0,0,9,3.0,6590000.0,2,series_a,2020-12-22,5000000.0,4.550684931506849,15.701064058223746,15.424948670398354,15.424948670398354,15.701064058223746,8.517393171418904,6.013715156042802,4.564348191467836,3.5263605246161616,1.7139213312261372,1
Tenderd,2018-01-01,0,0,active,Bienes Raíces y Construcción,7,72.0,36000.0,20.0,231,26,1.0,0,1,35800000.0,30000000.0,0,19,4.0,35800000.0,4,series_a,2024-06-11,30000000.0,1.0794520547945206,17.393458479303888,17.216707972959764,17.216707972959764,17.393458479303888,10.491301994830229,3.044522437723423,5.44673737166631,4.290459441148391,0.7321044238131384,1
Overview.ai,2018-01-01,1,0,active,Industria,7,48.0,3000.0,0.0,0,27,3.0,0,3,13300000.0,10000000.0,0,10,3.0,13300000.0,2,series_a,2022-02-17,10000000.0,3.3945205479452056,16.40327466837995,16.118095750958314,16.118095750958314,16.40327466837995,8.006700845440367,0.0,0.0,3.8918202981106265,1.4803584348439682,1
Dagger,2018-01-01,0,0,active,Software y Servicios B2B,7,29.0,5000.0,0.0,0,4,3.0,1,2,30000000.0,20000000.0,0,12,2.0,30000000.0,3,series_a,2022-03-30,20000000.0,3.282191780821918,17.216707972959764,16.811242881518265,16.811242881518265,17.216707972959764,8.517393171418904,0.0,0.0,3.4011973816621555,1.4544649768389852,1
Feather_2,2018-01-01,1,0,active,Finanzas,7,54.0,3000.0,631.0,119,9,2.0,0,2,9900000.0,6000000.0,0,10,3.0,9900000.0,4,series_a,2024-06-28,6000000.0,1.0328767123287672,16.108045416114916,15.607270193858982,15.607270193858982,16.108045416114916,8.006700845440367,6.448889394146858,4.787491742782046,4.007333185232471,0.709451889584889,1
Flockjay,2018-01-01,1,0,active,Educación,7,92.0,5000.0,1400.0,0,7,1.0,0,1,14130000.0,11000000.0,0,17,2.0,14130000.0,3,series_a,2021-01-14,11000000.0,4.487671232876712,16.463810825432116,16.213405921671733,16.213405921671733,16.463810825432116,8.517393171418904,7.244941546337007,0.0,4.532599493153256,1.7025039820833268,1
Lowkey,2018-01-01,0,0,active,No Especificado,7,10.0,763.0,26.0,0,7,1.0,0,1,8600000.0,7000000.0,0,17,1.0,8600000.0,2,series_a,2021-01-15,7000000.0,4.484931506849315,15.967272877502799,15.76142084987672,15.76142084987672,15.967272877502799,6.638567789166521,3.295836866004329,0.0,2.3978952727983707,1.7020046062926744,0
Spero Foods,2018-01-01,8,2,active,Industria,7,12.0,6000.0,0.0,0,13,1.0,1,0,20020000.0,11000000.0,0,11,2.0,20020000.0,4,series_a,2021-05-07,11000000.0,4.178082191780822,16.812242381801397,16.213405921671733,16.213405921671733,16.812242381801397,8.699681400989514,0.0,0.0,2.5649493574615367,1.6444347544711966,1
Truora,2018-01-01,0,0,active,Finanzas,7,210.0,50000.0,1000.0,0,14,4.0,1,3,18650000.0,15000000.0,0,22,4.0,18650000.0,4,series_a,2022-04-04,15000000.0,3.2684931506849315,16.7413567576734,16.52356082573315,16.52356082573315,16.7413567576734,10.819798284210286,6.90875477931522,0.0,5.351858133476067,1.4512608728482022,1
Lokal,2018-01-01,0,0,active,No Especificado,7,878.0,104000.0,23000.0,801,10,3.0,0,3,29785602.0,1200000000.0,0,14,6.0,29785602.0,7,series_b,2023-04-25,1200000000.0,2.210958904109589,17.209535713929807,20.9055873945737,20.9055873945737,17.209535713929807,11.552155793461898,10.043292972227004,6.687108607866515,6.778784897685177,1.1665696165544666,1
Endpoint Health,2018-01-01,0,4,active,Salud,7,11.0,2000.0,0.0,0,14,4.0,0,4,64000000.0,52000000.0,0,17,1.0,64000000.0,6,series_a,2022-06-02,52000000.0,3.106849315068493,17.974393656948944,17.76675429577647,17.76675429577647,17.974393656948944,7.601402334583733,0.0,0.0,2.4849066497880004,1.412656144520106,1
ExcepGen,2018-01-01,0,4,active,Salud,7,4.0,1000.0,0.0,0,9,2.0,1,1,4175000.0,4000000.0,0,8,2.0,4175000.0,3,seed,2023-08-24,4000000.0,1.8794520547945208,15.244625155788022,15.201805169084134,15.201805169084134,15.244625155788022,6.90875477931522,0.0,0.0,1.6094379124341003,1.0576000172944597,0
OpenPhone,2018-01-01,1,0,active,Software y Servicios B2B,7,152.0,19000.0,0.0,32,32,2.0,1,1,56120000.0,40000000.0,0,19,3.0,56120000.0,4,series_b,2022-04-07,40000000.0,3.26027397260274,17.843002831017493,17.50439003707821,17.50439003707821,17.843002831017493,9.852246888342531,0.0,3.4965075614664802,5.030437921392435,1.449333471030843,1
Nestor,2018-01-01,1,0,active,Educación,7,51.0,35000.0,355.0,223,0,2.0,1,1,2000000.0,2000000.0,0,5,1.0,2000000.0,2,seed,2022-12-07,2000000.0,2.591780821917808,14.508658238524095,14.508658238524095,14.508658238524095,14.508658238524095,10.463131911491967,5.87493073085203,5.4116460518550396,3.9512437185814275,1.2786481301812083,0
Verse Medical,2018-01-01,0,0,active,Finanzas,7,127.0,3000.0,0.0,0,0,1.0,0,1,3000000.0,3000000.0,0,5,1.0,3000000.0,3,seed,2021-03-15,3000000.0,4.323287671232877,14.914123179965662,14.914123179965662,14.914123179965662,14.914123179965662,8.006700845440367,0.0,0.0,4.852030263919617,1.6720910957949486,0
Anjuna,2018-01-01,4,4,active,Software y Servicios B2B,7,35.0,4000.0,47.0,937,27,2.0,0,2,67120000.0,25000000.0,0,12,6.0,67120000.0,5,series_b,2024-08-07,25000000.0,0.9232876712328768,18.021992635021913,17.034386422832473,17.034386422832473,18.021992635021913,8.294299608857235,3.871201010907891,6.843749949006225,3.58351893845611,0.6540360504433197,1
Oxio,2018-01-01,0,0,active,Software y Servicios B2B,7,75.0,5000.0,11000.0,0,16,2.0,0,2,25000000.0,25000000.0,0,12,1.0,25000000.0,3,series_a,2021-07-19,25000000.0,3.978082191780822,17.034386422832473,17.034386422832473,17.034386422832473,17.034386422832473,8.517393171418904,9.305741456739435,0.0,4.330733340286331,1.6050447148136797,1
Mytos,2018-01-01,0,2,active,Industria,7,42.0,5000.0,0.0,755,7,2.0,0,2,20800000.0,19000000.0,0,16,2.0,20800000.0,4,series_a,2023-11-30,19000000.0,1.610958904109589,16.85046359274847,16.759949589762293,16.759949589762293,16.85046359274847,8.517393171418904,0.0,6.628041376179533,3.7612001156935624,0.9597175500717107,1
Lucid Bots,2018-01-01,5,0,active,Industria,7,72.0,8000.0,4000.0,584,48,3.0,0,3,15687355.0,9100000.0,0,11,2.0,15687355.0,6,series_a,2024-05-08,9100000.0,1.1726027397260277,16.56836559553128,16.02378508137718,16.02378508137718,16.56836559553128,8.987321812850125,8.294299608857235,6.371611847231857,4.290459441148391,0.7759258680523566,1
Vimcal,2018-01-01,0,0,active,Software y Servicios B2B,7,15.0,2000.0,0.0,0,19,2.0,0,2,6400000.0,4500000.0,0,8,2.0,6400000.0,3,seed,2023-11-28,4500000.0,1.6164383561643836,15.671808704579888,15.319588176962746,15.319588176962746,15.671808704579888,7.601402334583733,0.0,0.0,2.772588722239781,0.9618139868982387,1
Demodesk,2018-01-01,1,0,active,Software y Servicios B2B,7,18.0,10000.0,336.0,259,8,2.0,1,1,10450000.0,8000000.0,0,12,3.0,10600000.0,4,seed,2020-09-03,8000000.0,4.852054794520548,16.16211263206887,15.894952224644102,15.894952224644102,16.176364653421913,9.210440366976517,5.820082930352362,5.560681631015528,2.9444389791664403,1.766792846497594,1
Reshape Biotech,2018-01-01,0,0,active,Industria,7,73.0,10000.0,142.0,55,22,3.0,0,3,29207790.0,20000000.0,0,11,4.0,29207790.0,4,series_a,2024-04-09,20000000.0,1.252054794520548,17.189946046718195,16.811242881518265,16.811242881518265,17.189946046718195,9.210440366976517,4.962844630259907,4.02535169073515,4.30406509320417,0.8118430414736885,1
DreamCraft,2018-01-01,3,0,active,Software y Servicios B2B,7,3.0,846.0,0.0,0,4,2.0,1,1,15370000.0,10000000.0,0,13,4.0,15370000.0,3,series_a,2021-11-17,10000000.0,3.6465753424657534,16.547928180576584,16.118095750958314,16.118095750958314,16.547928180576584,6.741700694652055,0.0,0.0,1.3862943611198906,1.536130462769357,1
Paladin Drones,2018-01-01,0,0,active,Software y Servicios B2B,7,114.0,18000.0,0.0,0,1,2.0,0,2,6500000.0,5200000.0,0,7,3.0,6500000.0,3,seed,2024-10-18,5200000.0,0.726027397260274,15.687312888712007,15.46416937585933,15.46416937585933,15.687312888712007,9.798182590890704,0.0,0.0,4.74493212836325,0.5458224658030869,1
Simetrik,2018-01-01,0,0,active,Finanzas,7,451.0,30000.0,149.0,0,32,2.0,0,2,114800000.0,30000000.0,0,27,6.0,118800000.0,10,series_b,2025-06-04,30000000.0,0.0986301369863013,18.55870205056054,17.216707972959764,17.216707972959764,18.592951973310328,10.308985993422082,5.0106352940962555,0.0,6.113682179832232,0.09406407372407762,1
Luminate Medical,2018-01-01,0,0,active,Salud,7,48.0,5000.0,0.0,385,17,3.0,1,2,22625000.0,2500000.0,0,16,5.0,22625000.0,5,series_a,2024-12-04,2500000.0,0.5972602739726027,16.934566091749158,14.731801689838349,14.731801689838349,16.934566091749158,8.517393171418904,0.0,5.955837369464831,3.8918202981106265,0.46828983276800085,1
